color_name,rgb,red,green,blue,hue_degree,saturation_percent,lightness_percent,hue,saturation,brightness,xy,hue_xy,livingcolors_xy
'Light gray','#d3d3d3',211,211,211,0,0,82.7,0,0,210,"{0.312712,0.329008}","{0.507846,0.390777}","{0.388317,0.451558}"
'Light green','#90ee90',144,238,144,120,73.4,74.9,21845,186,190,"{0.302564,0.545341}","{0.491349,0.410569}","{0.373887,0.470934}"
'Light khaki','#f0e68c',240,230,140,54,76.9,74.5,9830,195,189,"{0.421072,0.468129}","{0.531254,0.390065}","{0.394384,0.459281}"
'Light pastel purple','#b19cd9',177,156,217,260.7,44.5,73.1,47458,113,185,"{0.241010,0.176626}","{0.482426,0.406751}","{0.390103,0.438219}"
'Light pink','#ffb6c1',255,182,193,351,100,85.7,63896,254,217,"{0.450384,0.312538}","{0.522594,0.389272}","{0.402768,0.440981}"
'Light salmon','#ffa07a',255,160,122,17.1,100,73.9,3112,254,187,"{0.565747,0.357910}","{0.526428,0.399267}","{0.411156,0.440408}"
'Light salmon pink','#ff9999',255,153,153,0,100,80,0,254,203,"{0.542296,0.329704}","{0.522267,0.397624}","{0.410811,0.435571}"
'Light sea green','#20b2aa',32,178,170,176.7,69.5,41.2,32166,176,105,"{0.233569,0.357867}","{0.410129,0.453934}","{0.352630,0.466481}"
'Light sky blue','#87cefa',135,206,250,203,92,75.5,36954,233,192,"{0.199781,0.208929}","{0.464055,0.401274}","{0.371045,0.454496}"
'Light slate gray','#778899',119,136,153,210,14.3,53.3,38228,36,135,"{0.250798,0.267794}","{0.457808,0.436084}","{0.383712,0.443690}"
'Light taupe','#b38b6d',179,139,109,25.7,31.5,56.5,4678,80,143,"{0.469846,0.384452}","{0.493345,0.422864}","{0.400442,0.442475}"
'Light yellow','#ffffed',255,255,237,60,100,96.5,10922,254,245,"{0.335776,0.367141}","{0.528177,0.373216}","{0.388799,0.456231}"
'Lilac','#c8a2c8',200,162,200,300,25.7,71,54612,65,180,"{0.316915,0.239407}","{0.496354,0.402829}","{0.395005,0.439445}"
'Lime','#bfff00',191,255,0,75.1,100,50,13671,254,127,"{0.338182,0.569679}","{0.530063,0.408477}","{0.388010,0.481805}"
'Lime green','#32cd32',50,205,50,120,60.8,50,21845,154,127,"{0.300239,0.594904}","{0.442261,0.463748}","{0.360653,0.484180}"
'Lincoln green','#195905',25,89,5,105.7,89.4,18.4,19241,227,47,"{0.311443,0.583493}","{0.408209,0.501061}","{0.375712,0.455971}"
'Linen','#faf0e6',250,240,230,30,66.7,94.1,5461,169,239,"{0.342287,0.350418}","{0.525088,0.377058}","{0.390383,0.453707}"
'Lion','#c19a6b',193,154,107,32.8,41,58.8,5970,104,149,"{0.478509,0.405193}","{0.502546,0.416597}","{0.400531,0.446073}"
'Liver','#534b4f',83,75,79,330,5.1,31,60073,12,79,"{0.324473,0.314373}","{0.434532,0.470278}","{0.392279,0.431452}"
'Lust','#e62020',230,32,32,0,79.8,51.4,0,202,131,"{0.637092,0.329991}","{0.501032,0.431154}","{0.449953,0.399769}"
'MSU Green','#18453b',24,69,59,166.7,48.4,18.2,30346,122,47,"{0.255620,0.374262}","{0.400485,0.497979}","{0.375573,0.439317}"
'Macaroni and Cheese','#ffbd88',255,189,136,26.7,100,76.7,4860,254,195,"{0.516952,0.387307}","{0.529989,0.393716}","{0.404548,0.447635}"
'Magenta','#ff00ff',255,0,255,300,100,50,54612,254,127,"{0.320913,0.154176}","{0.486995,0.410086}","{0.447309,0.357096}"
'Magic mint','#aaf0d1',170,240,209,153.4,70,80.4,27925,177,204,"{0.274011,0.413920}","{0.494741,0.394234}","{0.375985,0.463057}"
'Magnolia','#f8f4ff',248,244,255,261.8,100,97.8,47658,254,248,"{0.303434,0.304749}","{0.521262,0.373605}","{0.388293,0.452949}"
'Mahogany','#c04000',192,64,0,20,100,37.6,3640,254,96,"{0.629706,0.338174}","{0.492752,0.439576}","{0.432060,0.422863}"
'Maize','#fbec5d',251,236,93,54.3,95.2,67.5,9884,241,171,"{0.441884,0.480821}","{0.540704,0.390964}","{0.397743,0.463379}"
'Majorelle Blue','#6050dc',96,80,220,246.9,66.7,58.8,44946,169,149,"{0.159178,0.071809}","{0.426657,0.442183}","{0.384274,0.415968}"
'Malachite','#0bda51',11,218,81,140.3,90.4,44.9,25540,229,114,"{0.297624,0.590989}","{0.415389,0.472984}","{0.346948,0.489794}"
'Manatee','#979aaa',151,154,170,230.5,10.1,62.9,41960,25,160,"{0.277230,0.278355}","{0.475725,0.420659}","{0.387218,0.444583}"
'Mango Tango','#ff8243',255,130,67,20.1,100,63.1,3659,254,160,"{0.612516,0.346705}","{0.525642,0.407765}","{0.421511,0.435649}"
'Mantis','#74c365',116,195,101,110.4,43.9,58,20097,111,147,"{0.308356,0.557930}","{0.473670,0.433323}","{0.375921,0.467476}"
'Maroon','#800000',128,0,0,0,100,25.1,0,254,64,"{0.640000,0.330000}","{0.450466,0.472289}","{0.440754,0.393056}"
'Mauve','#e0b0ff',224,176,255,276.5,100,84.5,50334,254,214,"{0.260814,0.171055}","{0.501232,0.388253}","{0.394432,0.436877}"
'Mauve taupe','#915f6d',145,95,109,343.2,20.8,47.1,62476,52,120,"{0.430775,0.298037}","{0.468824,0.440934}","{0.402404,0.429627}"
'Mauvelous','#ef98aa',239,152,170,347.6,73.1,76.7,63277,185,195,"{0.484629,0.305311}","{0.514360,0.399466}","{0.406828,0.435242}"
'Maya blue','#73c2fb',115,194,251,205.1,94.4,71.8,37336,239,182,"{0.187170,0.177002}","{0.450685,0.408105}","{0.367975,0.453151}"
'Meat brown','#e5b73b',229,183,59,43.8,76.6,56.5,7973,194,143,"{0.508607,0.429871}","{0.526406,0.406488}","{0.404973,0.455185}"
'Medium Persian blue','#0067a5',0,103,165,202.5,100,32.4,36863,254,82,"{0.168381,0.126171}","{0.379538,0.481672}","{0.352572,0.444562}"
'Medium aquamarine','#66ddaa',102,221,170,154.3,63.6,63.3,28089,161,161,"{0.272181,0.479323}","{0.461481,0.421782}","{0.365444,0.469348}"
'Medium blue','#0000cd',0,0,205,240,100,40.2,43690,254,102,"{0.150000,0.060000}","{0.363296,0.490408}","{0.369776,0.375735}"
'Medium candy apple red','#e2062c',226,6,44,349.6,94.8,45.5,63641,240,116,"{0.636552,0.328320}","{0.494182,0.435514}","{0.459002,0.383709}"
'Medium carmine','#af4035',175,64,53,5.4,53.5,44.7,983,135,114,"{0.609561,0.333808}","{0.482099,0.441663}","{0.423338,0.418755}"
'Medium champagne','#f3e5ab',243,229,171,48.3,75,81.2,8792,190,206,"{0.407705,0.433746}","{0.528581,0.386562}","{0.393583,0.456279}"
'Medium electric blue','#035096',3,80,150,208.6,96.1,30,37973,244,76,"{0.163166,0.106719}","{0.380322,0.488167}","{0.358418,0.435440}"
'Medium jungle green','#1c352d',28,53,45,160.8,30.9,15.9,29272,78,41,"{0.273108,0.365995}","{0.401441,0.500652}","{0.382291,0.432322}"
'Medium lavender magenta','#dda0dd',221,160,221,300,47.3,74.7,54612,120,189,"{0.318411,0.207499}","{0.502227,0.395996}","{0.398605,0.435043}"
'Medium orchid','#ba55d3',186,85,211,288.1,58.9,58,52446,149,147,"{0.260459,0.128702}","{0.475637,0.417854}","{0.407807,0.410961}"
'Medium purple','#9370db',147,112,219,259.6,59.8,64.9,47258,151,165,"{0.191418,0.102436}","{0.459790,0.421914}","{0.391416,0.425059}"
'Medium red violet','#bb3385',187,51,133,323.8,57.1,46.7,58945,145,119,"{0.497588,0.258758}","{0.478828,0.432738}","{0.423787,0.402575}"
'Medium sea green','#3cb371',60,179,113,146.7,49.8,46.9,26705,126,119,"{0.285379,0.532920}","{0.436249,0.454901}","{0.363406,0.469070}"
'Medium slate blue','#7b68ee',123,104,238,248.5,79.8,67.1,45237,202,170,"{0.165044,0.078795}","{0.442916,0.426508}","{0.385574,0.422199}"
'Medium spring bud','#c9dc87',201,220,135,73.4,54.8,69.6,13361,139,177,"{0.370386,0.497388}","{0.515115,0.400539}","{0.388725,0.461191}"
'Medium spring green','#00fa9a',0,250,154,157,100,49,28580,254,124,"{0.286950,0.553020}","{0.402409,0.453519}","{0.337733,0.490981}"
'Medium taupe','#674c47',103,76,71,9.4,18.4,34.1,1711,46,87,"{0.409695,0.343058}","{0.446578,0.463385}","{0.398689,0.430405}"
'Medium teal blue','#0054b4',0,84,180,212,100,35.3,38592,254,90,"{0.156739,0.084261}","{0.375293,0.481619}","{0.354453,0.433872}"
'Medium turquoise','#48d1cc',72,209,204,177.8,59.8,55.1,32367,151,140,"{0.230876,0.344859}","{0.435539,0.426439}","{0.357958,0.466637}"
'Medium violet red','#c71585',199,21,133,322.2,80.9,43.1,58653,205,110,"{0.528218,0.269730}","{0.479059,0.434083}","{0.437307,0.385047}"
'Melon','#fdbcb4',253,188,180,6.6,94.8,84.9,1201,240,215,"{0.464074,0.341584}","{0.524375,0.390080}","{0.401980,0.443925}"
'Midnight blue','#191970',25,25,112,240,63.5,26.9,43690,161,69,"{0.163089,0.081639}","{0.390066,0.496301}","{0.382712,0.405898}"
'Midnight green','#004953',0,73,83,187.2,100,16.3,34078,254,42,"{0.211188,0.280277}","{0.384564,0.503592}","{0.363723,0.441622}"
'Mikado yellow','#ffc40c',255,196,12,45.4,100,52.4,8264,254,133,"{0.527922,0.418768}","{0.540730,0.401012}","{0.410049,0.460010}"
'Mint','#3eb489',62,180,137,158.1,48.8,47.5,28780,123,121,"{0.269396,0.476537}","{0.434531,0.449621}","{0.362483,0.466554}"
'Mint cream','#f5fffa',245,255,250,150,100,98,27306,254,248,"{0.305475,0.340197}","{0.522572,0.372963}","{0.386437,0.456155}"
'Mint green','#98ff98',152,255,152,120,100,79.8,21845,254,202,"{0.302316,0.550621}","{0.497452,0.404090}","{0.372980,0.473200}"
'Misty rose','#ffe4e1',255,228,225,6,100,94.1,1092,254,239,"{0.363563,0.335214}","{0.525743,0.378724}","{0.393338,0.450724}"
'Moccasin','#faebd7',250,235,215,34.3,77.8,91.2,6244,197,231,"{0.365305,0.370269}","{0.526404,0.379598}","{0.391831,0.453652}"
'Mode beige','#967117',150,113,23,42.5,73.4,33.9,7736,186,86,"{0.513036,0.424024}","{0.481651,0.444280}","{0.405405,0.445458}"
'Moonstone blue','#73a9c2',115,169,194,199,39.3,60.6,36226,99,154,"{0.215653,0.245938}","{0.455827,0.424148}","{0.374606,0.451014}"
'Mordant red 19','#ae0c00',174,12,0,4.1,100,34.1,746,254,87,"{0.638809,0.330945}","{0.474967,0.453708}","{0.448112,0.396739}"
'Moss green','#addfad',173,223,173,120,43.9,77.6,21845,111,197,"{0.306474,0.461993}","{0.498522,0.401937}","{0.380679,0.461635}"
'Mountain Meadow','#30ba8f',48,186,143,161.3,59,45.9,29363,149,117,"{0.267044,0.474488}","{0.425887,0.452341}","{0.357575,0.469521}"
'Mountbatten pink','#997a8d',153,122,141,323.2,13.2,53.9,58835,33,137,"{0.348221,0.276246}","{0.474446,0.429798}","{0.395891,0.436075}"
'Mulberry','#c54b8c',197,75,140,328,51.3,53.3,59709,130,135,"{0.498251,0.265037}","{0.486852,0.425249}","{0.418385,0.412557}"
'Munsell','#f2f3f4',242,243,244,210,8.3,95.3,38228,21,242,"{0.309899,0.326745}","{0.520521,0.376030}","{0.387848,0.454076}"
'Mustard','#ffdb58',255,219,88,47.1,100,67.3,8574,254,171,"{0.480482,0.450321}","{0.539516,0.393059}","{0.401619,0.459360}"
'Myrtle','#21421e',33,66,30,115,37.5,18.8,20934,95,48,"{0.310703,0.480112}","{0.407551,0.498335}","{0.382025,0.440513}"
'Nadeshiko pink','#f6adc6',246,173,198,339.5,80.2,82.2,61803,203,208,"{0.426068,0.288176}","{0.517217,0.391790}","{0.402447,0.438738}"
'Napier green','#2a8000',42,128,0,100.3,100,25.1,18258,254,64,"{0.308397,0.593332}","{0.426034,0.487501}","{0.373557,0.468814}"
'Naples yellow','#fada5e',250,218,94,47.7,94,67.5,8683,238,171,"{0.472821,0.454371}","{0.537172,0.393797}","{0.400564,0.459122}"
'Navajo white','#ffdead',255,222,173,35.9,100,83.9,6535,254,213,"{0.437037,0.409027}","{0.531427,0.385274}","{0.396820,0.453277}"
'Navy blue','#000080',0,0,128,240,100,25.1,43690,254,64,"{0.150000,0.060000}","{0.371331,0.506622}","{0.377784,0.387239}"
'Neon Carrot','#ffa343',255,163,67,30.6,100,63.1,5570,254,160,"{0.579329,0.373603}","{0.531418,0.402844}","{0.413786,0.446098}"
'Neon fuchsia','#fe59c2',254,89,194,321.8,98.8,67.3,58581,250,171,"{0.478594,0.246822}","{0.507146,0.403543}","{0.423266,0.408817}"
'Neon green','#39ff14',57,255,20,110.6,100,53.9,20133,254,137,"{0.300499,0.599244}","{0.460530,0.454546}","{0.357917,0.497351}"
'Non-photo blue','#a4dded',164,221,237,193.2,67,78.6,35170,170,199,"{0.232804,0.283843}","{0.483958,0.394503}","{0.375969,0.456623}"
'North Texas Green','#059033',5,144,51,139.9,93.3,29.2,25467,236,74,"{0.294438,0.578537}","{0.401463,0.494987}","{0.355710,0.473765}"
'Ocean Boat Blue','#0077be',0,119,190,202.4,100,37.3,36845,254,95,"{0.166508,0.119427}","{0.378131,0.472408}","{0.348745,0.448150}"
'Ochre','#cc7722',204,119,34,30,71.4,46.7,5461,181,119,"{0.589636,0.365965}","{0.506401,0.425113}","{0.415810,0.440228}"
'Office green','#008000',0,128,0,120,100,25.1,21845,254,64,"{0.300000,0.600000}","{0.399554,0.506994}","{0.359846,0.475958}"
'Old gold','#cfb53b',207,181,59,49.5,60.7,52.2,9011,154,133,"{0.470309,0.458678}","{0.517631,0.412468}","{0.400916,0.457001}"
'Old lace','#fdf5e6',253,245,230,39.1,85.2,94.7,7117,216,240,"{0.345285,0.360663}","{0.526945,0.375853}","{0.390191,0.454621}"
'Old lavender','#796878',121,104,120,303.5,7.6,44.1,55249,19,112,"{0.317981,0.275946}","{0.456876,0.445994}","{0.393100,0.434827}"
'Old mauve','#673147',103,49,71,335.6,35.5,29.8,61093,90,76,"{0.435349,0.282967}","{0.441704,0.467928}","{0.406573,0.416857}"
'Old rose','#c08081',192,128,129,359.1,33.7,62.7,65371,85,159,"{0.483417,0.327890}","{0.495158,0.418999}","{0.404535,0.435381}"
'Olive','#808000',128,128,0,60,100,25.1,10922,254,64,"{0.419313,0.505251}","{0.475072,0.451404}","{0.397827,0.456170}"
'Olive Drab','#6b8e23',107,142,35,79.6,60.5,34.7,14490,153,88,"{0.346226,0.551105}","{0.464397,0.454059}","{0.386961,0.459791}"
'Olive Green','#bab86c',186,184,108,58.5,36.1,57.6,10649,91,146,"{0.406806,0.475246}","{0.505020,0.413294}","{0.393160,0.455666}"
'Olivine','#9ab973',154,185,115,86.6,33.3,58.8,15764,84,149,"{0.343779,0.504292}","{0.489683,0.421392}","{0.385577,0.458863}"
'Onyx','#0f0f0f',15,15,15,0,0,5.9,0,0,15,"{0.312712,0.329008}","{0.390119,0.515118}","{0.391824,0.415054}"
'Opera mauve','#b784a7',183,132,167,318.8,26.2,61.8,58034,66,157,"{0.360060,0.249130}","{0.487629,0.416337}","{0.399184,0.434084}"
'Orange','#ffa500',255,165,0,38.8,100,50,7063,254,127,"{0.579582,0.377979}","{0.535779,0.406144}","{0.417416,0.452660}"
'Orange Yellow','#f8d568',248,213,104,45.4,91.1,69,8264,231,175,"{0.476834,0.446763}","{0.534734,0.394192}","{0.400553,0.457261}"
'Orange peel','#ff9f00',255,159,0,37.4,100,50,6808,254,127,"{0.587589,0.371621}","{0.534699,0.407032}","{0.418805,0.450916}"
'Orange red','#ff4500',255,69,0,16.2,100,50,2949,254,127,"{0.636979,0.332399}","{0.518572,0.420292}","{0.444437,0.418752}"
'Orchid','#da70d6',218,112,214,302.3,58.9,64.7,55031,149,164,"{0.330335,0.174508}","{0.494026,0.405403}","{0.408448,0.419122}"
'Otter brown','#654321',101,67,33,30,50.7,26.3,5461,128,67,"{0.488868,0.394071}","{0.446659,0.469565}","{0.403798,0.431054}"
'Outer Space','#414a4c',65,74,76,190.9,7.8,27.6,34751,19,70,"{0.287911,0.320688}","{0.424239,0.477938}","{0.387076,0.433687}"
'Outrageous Orange','#ff6e4a',255,110,74,11.9,100,64.5,2166,254,164,"{0.622360,0.337199}","{0.521671,0.410292}","{0.426235,0.427943}"
'Oxford Blue','#002147',0,33,71,212.1,100,13.9,38611,254,36,"{0.177437,0.158773}","{0.380214,0.511559}","{0.374050,0.420646}"
'Pacific Blue','#1ca9c9',28,169,201,191.1,75.5,44.9,34788,191,114,"{0.195670,0.222739}","{0.401234,0.449730}","{0.350857,0.460915}"
'Pakistan green','#006600',0,102,0,120,100,20,21845,254,51,"{0.300000,0.600000}","{0.395262,0.511003}","{0.364465,0.466382}"
'Palatinate blue','#273be2',39,59,226,233.6,76.3,52,42524,193,132,"{0.151687,0.063762}","{0.389529,0.462513}","{0.369842,0.410229}"
'Palatinate purple','#682860',104,40,96,307.5,44.4,28.2,55977,112,72,"{0.349815,0.201602}","{0.438606,0.466151}","{0.407488,0.408607}"
'Pale aqua','#bcd4e6',188,212,230,205.7,45.7,82,37445,116,208,"{0.255237,0.280126}","{0.495063,0.392422}","{0.382583,0.452475}"
'Pale blue','#afeeee',175,238,238,180,64.9,81,32767,164,205,"{0.247805,0.328812}","{0.492017,0.388991}","{0.375922,0.459684}"
'Pale brown','#987654',152,118,84,30,28.8,46.3,5461,73,118,"{0.470087,0.394963}","{0.478936,0.437365}","{0.400383,0.440552}"
'Pale carmine','#af4035',175,64,53,5.4,53.5,44.7,983,135,114,"{0.609561,0.333808}","{0.482099,0.441663}","{0.423338,0.418755}"
'Pale cerulean','#9bc4e2',155,196,226,205.4,55,74.7,37391,139,189,"{0.223581,0.242177}","{0.476990,0.403037}","{0.378129,0.451757}"
'Pale chestnut','#ddadaf',221,173,175,357.5,41.4,77.3,65079,105,196,"{0.416169,0.325401}","{0.510256,0.399421}","{0.398739,0.442988}"
'Pale copper','#da8a67',218,138,103,18.3,60.8,62.9,3331,154,160,"{0.556684,0.361071}","{0.510390,0.412985}","{0.409638,0.438665}"
'Pale cornflower blue','#abcdef',171,205,239,210,68,80.4,38228,172,204,"{0.226368,0.236172}","{0.484396,0.395713}","{0.379615,0.451510}"
'Pale gold','#e6be8a',230,190,138,33.9,64.8,72.2,6171,164,183,"{0.467329,0.408818}","{0.520896,0.398609}","{0.399429,0.450153}"
'Pale goldenrod','#eee8aa',238,232,170,54.7,66.7,80,9957,169,203,"{0.396060,0.444695}","{0.527391,0.387119}","{0.392234,0.457559}"
'Pale green','#98fb98',152,251,152,120,92.5,79,21845,234,200,"{0.302490,0.546917}","{0.496689,0.404848}","{0.373491,0.472313}"
'Pale lavender','#dcd0ff',220,208,255,255.3,100,90.8,46475,254,230,"{0.259933,0.221008}","{0.504579,0.383635}","{0.388372,0.446356}"
'Pale magenta','#f984e5',249,132,229,310.3,90.7,74.7,56487,230,189,"{0.368246,0.198292}","{0.507970,0.394060}","{0.409565,0.422595}"
'Pale pink','#fadadd',250,218,221,354.4,76.2,91.8,64515,193,233,"{0.365352,0.323082}","{0.522916,0.381506}","{0.394186,0.448963}"
'Pale plum','#dda0dd',221,160,221,300,47.3,74.7,54612,120,189,"{0.318411,0.207499}","{0.502227,0.395996}","{0.398605,0.435043}"
'Pale red violet','#db7093',219,112,147,340.4,59.8,64.9,61966,151,165,"{0.517194,0.292479}","{0.502020,0.412767}","{0.413109,0.425202}"
'Pale robin egg blue','#96ded1',150,222,209,169.2,52.2,72.9,30801,132,185,"{0.254257,0.367446}","{0.481677,0.402071}","{0.374198,0.460718}"
'Pale silver','#c9c0bb',201,192,187,21.4,11.5,76.1,3895,29,193,"{0.337720,0.341760}","{0.503660,0.399166}","{0.390613,0.449387}"
'Pale spring bud','#ecebbd',236,235,189,58.7,55.3,83.3,10685,140,211,"{0.372139,0.423883}","{0.524746,0.384926}","{0.390490,0.456969}"
'Pale taupe','#bc987e',188,152,126,25.2,31.6,61.6,4587,80,156,"{0.447219,0.381016}","{0.498073,0.416343}","{0.398689,0.444183}"
'Pale violet red','#db7093',219,112,147,340.4,59.8,64.9,61966,151,165,"{0.517194,0.292479}","{0.502020,0.412767}","{0.413109,0.425202}"
'Pansy purple','#78184a',120,24,74,328.8,66.7,28.2,59855,169,72,"{0.501551,0.268092}","{0.446130,0.465377}","{0.420089,0.400149}"
'Papaya whip','#ffefd5',255,239,213,37.1,100,91.8,6753,254,233,"{0.374177,0.380785}","{0.529087,0.378440}","{0.392226,0.454312}"
'Paris Green','#50c878',80,200,120,140,52.2,54.9,25485,132,139,"{0.290420,0.547650}","{0.451654,0.442055}","{0.365368,0.471494}"
'Pastel blue','#aec6cf',174,198,207,196.4,25.6,74.7,35752,65,189,"{0.264745,0.302791}","{0.489641,0.401359}","{0.382932,0.452035}"
'Pastel brown','#836953',131,105,83,27.5,22.4,42,5006,56,107,"{0.434363,0.382982}","{0.465938,0.446836}","{0.398171,0.438111}"
'Pastel gray','#cfcfc4',207,207,196,60,10.3,79,10922,26,200,"{0.329457,0.356692}","{0.507584,0.394197}","{0.388907,0.452127}"
'Pastel green','#77dd77',119,221,119,120,60,66.7,21845,152,169,"{0.301756,0.562570}","{0.478298,0.424805}","{0.371898,0.472057}"
'Pastel magenta','#f49ac2',244,154,194,333.3,80.4,78,60674,204,198,"{0.440421,0.270600}","{0.513850,0.395575}","{0.406012,0.433379}"
'Pastel orange','#ffb347',255,179,71,35.2,100,63.9,6407,254,162,"{0.555207,0.392503}","{0.533925,0.400196}","{0.410154,0.450355}"
'Pastel pink','#ffd1dc',255,209,220,345.7,100,91,62931,254,231,"{0.381569,0.308308}","{0.523466,0.382189}","{0.396626,0.446257}"
'Pastel purple','#b39eb5',179,158,181,294.8,13.5,66.5,53665,34,169,"{0.311172,0.266942}","{0.488619,0.411011}","{0.392258,0.441940}"
'Pastel red','#ff6961',255,105,97,3,100,69,546,254,175,"{0.617970,0.331987}","{0.519126,0.409450}","{0.425976,0.423938}"
'Pastel violet','#cb99c9',203,153,201,302.4,32.5,69.8,55049,82,177,"{0.322457,0.223065}","{0.496015,0.403559}","{0.397303,0.436185}"
'Pastel yellow','#fdfd96',253,253,150,60,96.3,79,10922,244,200,"{0.406079,0.483372}","{0.538469,0.383207}","{0.392700,0.462545}"
'Patriarch','#800080',128,0,128,300,100,25.1,54612,254,64,"{0.320913,0.154176}","{0.441750,0.460329}","{0.426409,0.376624}"
'Payne grey','#536878',83,104,120,205.9,18.2,39.8,37482,46,101,"{0.241780,0.263154}","{0.435640,0.459445}","{0.382402,0.439369}"
'Peach','#ffe5b4',255,229,180,39.2,100,85.3,7136,254,216,"{0.421430,0.413173}","{0.531724,0.383510}","{0.395347,0.454449}"
'Peach puff','#ffdab9',255,218,185,28.3,100,86.3,5151,254,219,"{0.428669,0.385947}","{0.529347,0.384652}","{0.396883,0.451329}"
'Peach yellow','#fadfad',250,223,173,39,88.5,82.9,7099,224,210,"{0.426311,0.414567}","{0.529844,0.386011}","{0.395739,0.453990}"
'Pear','#d1e231',209,226,49,65.8,75.3,53.9,11978,191,137,"{0.390183,0.526243}","{0.527771,0.405318}","{0.393710,0.469139}"
'Pearl','#eae0c8',234,224,200,42.4,44.7,85.1,7718,113,216,"{0.363739,0.381174}","{0.520729,0.385751}","{0.391276,0.453598}"
'Pearl Aqua','#88d8c0',136,216,192,162,50.6,69,29490,128,175,"{0.260953,0.402318}","{0.476008,0.409508}","{0.372778,0.462186}"
'Peridot','#e6e200',230,226,0,59,100,45.1,10740,254,115,"{0.426286,0.499714}","{0.538604,0.402990}","{0.400302,0.471043}"
'Periwinkle','#ccccff',204,204,255,240,100,90,43690,254,228,"{0.238937,0.207037}","{0.497030,0.387062}","{0.385806,0.446736}"
'Persian blue','#1c39bb',28,57,187,229.1,74,42.2,41705,187,107,"{0.153289,0.068493}","{0.387895,0.475297}","{0.369329,0.415218}"
'Persian indigo','#32127a',50,18,122,258.5,74.3,27.5,47057,188,70,"{0.171587,0.078277}","{0.402491,0.486286}","{0.393640,0.396876}"
'Persian orange','#d99058',217,144,88,26,62.9,59.8,4733,159,152,"{0.555391,0.376506}","{0.512371,0.413544}","{0.409021,0.442140}"
'Persian pink','#f77fbe',247,127,190,328.5,88.2,73.3,59800,224,186,"{0.467235,0.258141}","{0.511056,0.399593}","{0.412682,0.424351}"
'Persian plum','#701c1c',112,28,28,0,60,27.5,0,152,70,"{0.586270,0.329837}","{0.445735,0.472028}","{0.420744,0.409327}"
'Persian red','#cc3333',204,51,51,0,60,50,0,152,127,"{0.628106,0.329964}","{0.492687,0.434763}","{0.435000,0.409826}"
'Persian rose','#fe28a2',254,40,162,325.8,99.1,57.6,59309,251,146,"{0.556140,0.284965}","{0.502396,0.414059}","{0.440653,0.389037}"
'Phlox','#df00ff',223,0,255,292.5,100,50,53247,254,127,"{0.254142,0.117384}","{0.473603,0.417095}","{0.439780,0.358154}"
'Phthalo blue','#000f89',0,15,137,233.4,100,26.9,42488,254,69,"{0.151071,0.063855}","{0.372167,0.502653}","{0.372486,0.397927}"
'Phthalo green','#123524',18,53,36,150.9,49.3,13.9,27470,125,36,"{0.272491,0.414766}","{0.396159,0.506039}","{0.379297,0.435159}"
'Piggy pink','#fddde6',253,221,230,343.1,88.9,92.9,62458,225,236,"{0.354710,0.310845}","{0.523244,0.379508}","{0.393826,0.448762}"
'Pine green','#01796f',1,121,111,175,98.4,23.9,31857,249,61,"{0.237272,0.373816}","{0.389140,0.489883}","{0.353859,0.458648}"
'Pink','#ffc0cb',255,192,203,349.5,100,87.6,63623,254,222,"{0.423837,0.310776}","{0.522973,0.386678}","{0.400417,0.443001}"
'Pink Flamingo','#fc74fd',252,116,253,299.6,97.2,72.4,54539,246,184,"{0.318323,0.160582}","{0.503581,0.393102}","{0.412251,0.414495}"
'Pink Sherbet','#f78fa7',247,143,167,346.2,86.7,76.5,63022,220,194,"{0.512869,0.303450}","{0.516214,0.399480}","{0.410537,0.431844}"
'Pink pearl','#e7accf',231,172,207,324.4,55.1,79,59054,139,200,"{0.371084,0.261124}","{0.510115,0.393801}","{0.399169,0.439039}"
'Pistachio','#93c572',147,197,114,96.1,41.7,61,17494,105,155,"{0.327210,0.530427}","{0.488685,0.421400}","{0.382070,0.463058}"
'Platinum','#e5e4e2',229,228,226,40,5.5,89.2,7281,13,226,"{0.317133,0.333717}","{0.515800,0.382773}","{0.388469,0.453006}"
'Plum','#dda0dd',221,160,221,300,47.3,74.7,54612,120,189,"{0.318411,0.207499}","{0.502227,0.395996}","{0.398605,0.435043}"
'Portland Orange','#ff5a36',255,90,54,10.7,100,60.6,1947,254,154,"{0.631083,0.333652}","{0.519485,0.414499}","{0.433384,0.422160}"
'Powder blue','#b0e0e6',176,224,230,186.7,51.9,79.6,33987,131,202,"{0.249690,0.312089}","{0.491466,0.392649}","{0.378393,0.456771}"
'Princeton orange','#ff8f00',255,143,0,33.6,100,50,6116,254,127,"{0.605365,0.357504}","{0.531820,0.409399}","{0.422676,0.446060}"
'Prussian blue','#003153',0,49,83,204.6,100,16.3,37245,254,42,"{0.183938,0.182179}","{0.381324,0.507286}","{0.368932,0.428677}"
'Psychedelic purple','#df00ff',223,0,255,292.5,100,50,53247,254,127,"{0.254142,0.117384}","{0.473603,0.417095}","{0.439780,0.358154}"
'Puce','#cc8899',204,136,153,345,40,66.7,62804,101,169,"{0.452331,0.300005}","{0.499276,0.411938}","{0.403904,0.434733}"
'Pumpkin','#ff7518',255,117,24,24.2,100,54.7,4405,254,139,"{0.623444,0.342319}","{0.525966,0.412132}","{0.427837,0.435166}"
'Purple','#800080',128,0,128,300,100,25.1,54612,254,64,"{0.320913,0.154176}","{0.441750,0.460329}","{0.426409,0.376624}"
